"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory"								
"4327444	Neocyclops vicinus (Herbst"	" 1955)	4327444	Neocyclops vicinus (Herbst"	" 1955)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Hexanauplia	9421786	Cyclopoida	687	Halicyclopidae	10774751	Neocyclops	4327439	Neocyclops vicinus	4327444	NE"						
"5289741	Cenchrus tribuloides L.	5289741	Cenchrus tribuloides L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cenchrus	2703201	Cenchrus tribuloides	5289741	LC"								
"5396557	Tithonia diversifolia (Hemsl.) A.Gray	5396557	Tithonia diversifolia (Hemsl.) A.Gray	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Tithonia	3122795	Tithonia diversifolia	5396557	NE"								
"7226846	Lasiacis divaricata var. divaricata	7226846	Lasiacis divaricata var. divaricata	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Lasiacis	2702848	Lasiacis divaricata	2702852	"								
"2089006	Lepidosaphes beckii (Newman"	" 1869)	2089006	Lepidosaphes beckii (Newman"	" 1869)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Diaspididae	4521	Lepidosaphes	2088966	Lepidosaphes beckii	2089006	NE"						
"2368745	Euleptorhamphus velox Poey"	" 1868	2368745	Euleptorhamphus velox Poey"	" 1868	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Beloniformes	498	Hemiramphidae	7191	Euleptorhamphus	2368734	Euleptorhamphus velox	2368745	LC"						
"2389490	Malacoctenus Gill"	" 1860	2389490	Malacoctenus Gill"	" 1860	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Labrisomidae	4280	Malacoctenus	2389490			NE"						
"2407087	Canthidermis sufflamen (Mitchill"	" 1815)	2407087	Canthidermis sufflamen (Mitchill"	" 1815)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Tetraodontiformes	772	Balistidae	5899	Canthidermis	2407062	Canthidermis sufflamen	2407087	LC"						
"2503658	Learedius learedi Price"	" 1934	2503658	Learedius learedi Price"	" 1934	2	SPECIES	ACCEPTED	Animalia	1	Platyhelminthes	108	Trematoda	345	Diplostomida	7393567	Spirorchiidae	6386	Learedius	2503657	Learedius learedi	2503658	NE"						
"3063823	Euphorbia cyathophora Murray	7386046	Euphorbia heterophylla var. cyathophora (Murray) Griseb.	8	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia heterophylla	3064495	NE"								
"3084717	Portulaca rubricaulis Kunth	3084717	Portulaca rubricaulis Kunth	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Portulacaceae	6717	Portulaca	3084696	Portulaca rubricaulis	3084717	NE"								
"4300405	Ministrymon azia (Hewitson"	" 1873)	4300405	Ministrymon azia (Hewitson"	" 1873)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Ministrymon	1928213	Ministrymon azia	4300405	NE"						
"5342191	Tephrosia cinerea (L.) Pers.	5342191	Tephrosia cinerea (L.) Pers.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Tephrosia	2933053	Tephrosia cinerea	5342191	NE"								
"5381309	Phyllanthus arbuscula (Sw.) J.F.Gmel.	5381309	Phyllanthus arbuscula (Sw.) J.F.Gmel.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Phyllanthus	3061139	Phyllanthus arbuscula	5381309	NT"								
"5403950	Eupatorium villosum Sw.	7222612	Koanophyllon villosum subsp. villosum	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Koanophyllon	3144909	Koanophyllon villosum	3144931	NE"								
"5789298	Tringa semipalmata (Gmelin"	" 1789)	5789298	Tringa semipalmata (Gmelin"	" 1789)	1115	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa semipalmata	5789298	LC"						
"6179595	Columbina passerina exigua (Riley"	" 1905)	6179595	Columbina passerina exigua (Riley"	" 1905)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columbina	2495852	Columbina passerina	2495869	"						
"7191517	Zenaida asiatica asiatica	7191517	Zenaida asiatica asiatica	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Zenaida	2495346	Zenaida asiatica	2495370	"								
"7406371	Liamorpha decorata (de Folin"	" 1873)	7406371	Liamorpha decorata (de Folin"	" 1873)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Pyramidellidae	6783	Liamorpha	6882666	Liamorpha decorata	7406371	NE"						
"10232027	Colobostylus rosenbergianus (Preston"	" 1911)	11205310	Tudorisca rosenbergiana (Preston"	" 1911)	60	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Annulariidae	2683	Tudorisca	4585485	Tudorisca rosenbergiana	11205310	NE"						
"206	Anthozoa	206	Anthozoa	2	CLASS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206									"								
"7072	Naticidae	7072	Naticidae	5	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Naticidae	7072					"								
"2100697	Myrmeleon insertus Hagen"	" 1861	2100697	Myrmeleon insertus Hagen"	" 1861	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Myrmeleontidae	5471	Myrmeleon	2100347	Myrmeleon insertus	2100697	NE"						
"2347557	Sternoptyx diaphana Hermann"	" 1781	2347557	Sternoptyx diaphana Hermann"	" 1781	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Stomiiformes	774	Sternoptychidae	2226	Sternoptyx	2347555	Sternoptyx diaphana	2347557	LC"						
"2377093	Bathygobius mystacium Ginsburg"	" 1947	2377093	Bathygobius mystacium Ginsburg"	" 1947	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Bathygobius	2377014	Bathygobius mystacium	2377093	LC"						
"2397850	Xiphias gladius Linnaeus"	" 1758	2397850	Xiphias gladius Linnaeus"	" 1758	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Xiphiidae	8604	Xiphias	2397849	Xiphias gladius	2397850	LC"						
"2951571	Mucuna sloanei Fawc. & Rendle	2951571	Mucuna sloanei Fawc. & Rendle	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Mucuna	2951351	Mucuna sloanei	2951571	NE"								
"3032212	Corchorus L.	3032212	Corchorus L.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Corchorus	3032212			NE"								
"3068501	Euphorbia buxifolia Lam.	3068495	Euphorbia mesembryanthemifolia Jacq.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia mesembryanthemifolia	3068495	NE"								
"3169175	Gyminda latifolia (Sw.) Urb.	3169175	Gyminda latifolia (Sw.) Urb.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Celastrales	950	Celastraceae	6715	Gyminda	3169174	Gyminda latifolia	3169175	LC"								
"6370544	Capparis cynophallophora L.	7430051	Quadrella cynophallophora (L.) Hutch.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Capparaceae	3111	Quadrella	9800538	Quadrella cynophallophora	7430051	LC"								
"7060418	Paroaria gularis gularis	7060418	Paroaria gularis gularis	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Paroaria	2492080	Paroaria gularis	2492082	"								
"9832706	BOLD:AAB1179	9832706	BOLD:AAB1179	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Stomiiformes	774	Stomiidae	2225	Chauliodus	2347175	Chauliodus sloani	5203203	"								
"2249356	Scopalina ruetzleri (Wiedenmayer"	" 1977)	2249356	Scopalina ruetzleri (Wiedenmayer"	" 1977)	5	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Scopalinida	8041835	Scopalinidae	6786740	Scopalina	2239987	Scopalina ruetzleri	2249356	NE"						
"2259262	Rhizosmilia maculata (Pourtalès"	" 1874)	2259262	Rhizosmilia maculata (Pourtalès"	" 1874)	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Caryophylliidae	11260974	Rhizosmilia	2259257	Rhizosmilia maculata	2259262	NE"						
"2301876	Finella adamsi (Dall"	" 1889)	2301876	Finella adamsi (Dall"	" 1889)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Scaliolidae	4362967	Finella	2301875	Finella adamsi	2301876	NE"						
"2302807	Olivella dealbata (Reeve"	" 1850)	6501684	Olivella mica (Duclos"	" 1835)	6	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Olividae	2687	Olivella	2302757	Olivella mica	6501684	NE"						
"2958715	Caesalpinia pulcherrima (L.) Sw.	2958715	Caesalpinia pulcherrima (L.) Sw.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Caesalpinia	2958443	Caesalpinia pulcherrima	2958715	LC"								
"3172526	Tabebuia heterophylla (DC.) Britton	3172526	Tabebuia heterophylla (DC.) Britton	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Tabebuia	7935410	Tabebuia heterophylla	3172526	LC"								
"5229674	Tyrannus caudifasciatus caymanensis (Nicoll"	" 1904)	5229674	Tyrannus caudifasciatus caymanensis (Nicoll"	" 1904)	90	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus caudifasciatus	9508008	"						
"5932193	Scissula similis (J.Sowerby"	" 1806)	5932193	Scissula similis (J.Sowerby"	" 1806)	4	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Scissula	8369467	Scissula similis	5932193	NE"						
"8169649	Leiothlypis celata (Say"	" 1822)	8169649	Leiothlypis celata (Say"	" 1822)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis celata	8169649	LC"						
"734	Chiroptera	734	Chiroptera	1	ORDER	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734							"								
"5347	Cirolanidae	5347	Cirolanidae	2	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Isopoda	643	Cirolanidae	5347					NE"								
"2294014	Gastrocopta Wollaston"	" 1878	2294014	Gastrocopta Wollaston"	" 1878	67	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Gastrocoptidae	6125218	Gastrocopta	2294014			NE"						
"2299680	Eulimostraca Bartsch"	" 1917	2299680	Eulimostraca Bartsch"	" 1917	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Eulimidae	6759	Eulimostraca	2299680			"						
"2300393	Polinices hepaticus (Röding"	" 1798)	2300393	Polinices hepaticus (Röding"	" 1798)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Naticidae	7072	Polinices	2300366	Polinices hepaticus	2300393	NE"						
"2346622	Cyprinodon Lacepède"	" 1803	2346622	Cyprinodon Lacepède"	" 1803	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Cyprinodontiformes	547	Cyprinodontidae	7656	Cyprinodon	2346622			NE"						
"2375113	Amblycirrhitus pinos (Mowbray"	" 1927)	2375113	Amblycirrhitus pinos (Mowbray"	" 1927)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Cirrhitidae	8523	Amblycirrhitus	2375102	Amblycirrhitus pinos	2375113	LC"						
"2378717	Gnatholepis thompsoni Jordan"	" 1904	2378717	Gnatholepis thompsoni Jordan"	" 1904	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Gnatholepis	2378695	Gnatholepis thompsoni	2378717	LC"						
"2864004	Ruppia maritima L.	2864004	Ruppia maritima L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Ruppiaceae	3722	Ruppia	2863983	Ruppia maritima	2864004	LC"								
"5361841	Pilea microphylla (L.) Liebm.	5361841	Pilea microphylla (L.) Liebm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Urticaceae	6639	Pilea	2984417	Pilea microphylla	5361841	NE"								
"6125862	Pusia hanleyi (Dohrn"	" 1861)	7502914	Atlantilux exigua (C.B.Adams"	" 1845)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Costellariidae	6778	Atlantilux	8083631	Atlantilux exigua	7502914	NE"						
"8435196	Passiflora pallida L.	8435196	Passiflora pallida L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172	Passiflora pallida	8435196	LC"								
"9143650	Lepidocyclina undosa var. tumida Vaughan"	" 1926	9143650	Lepidocyclina undosa var. tumida Vaughan"	" 1926	3	VARIETY	ACCEPTED	Chromista	4	Foraminifera	8376456	Globothalamea	7434778	Rotaliida	7692889	Lepidocyclinidae	7951708	Lepidocyclina	4894399	Eulepidina undosa	11268228	"						
"9912478	Lutzomyia cayennensis (Floch & Abonnenc"	" 1941)	9912478	Lutzomyia cayennensis (Floch & Abonnenc"	" 1941)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Psychodidae	9164	Lutzomyia	5980929	Lutzomyia cayennensis	9912478	NE"						
"1723109	Hygronemobius alleni (Morse"	" 1905)	1723109	Hygronemobius alleni (Morse"	" 1905)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Orthoptera	1458	Trigonidiidae	3259633	Hygronemobius	1723107	Hygronemobius alleni	1723109	NE"						
"2248961	Cinachyrella kuekenthali (Uliczka"	" 1929)	2248961	Cinachyrella kuekenthali (Uliczka"	" 1929)	4	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Tetractinellida	7544483	Tetillidae	4913	Cinachyrella	2248876	Cinachyrella kuekenthali	2248961	NE"						
"2268560	Nemalecium lighti (Hargitt"	" 1924)	2268560	Nemalecium lighti (Hargitt"	" 1924)	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Hydrozoa	205	Leptothecata	712	Haleciidae	3973	Nemalecium	2268559	Nemalecium lighti	2268560	NE"						
"2480972	Sula sula (Linnaeus"	" 1766)	2480972	Sula sula (Linnaeus"	" 1766)	341	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Sula	2480966	Sula sula	2480972	LC"						
"3152092	Corchorus aestuans L.	3152092	Corchorus aestuans L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Corchorus	3032212	Corchorus aestuans	3152092	NE"								
"3152795	Thespesia populnea (L.) Sol. ex Corrêa	3152795	Thespesia populnea (L.) Sol. ex Corrêa	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Thespesia	3152791	Thespesia populnea	3152795	LC"								
"3170473	Cryptostegia grandiflora (Roxb.) R.Br.	3170473	Cryptostegia grandiflora (Roxb.) R.Br.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Cryptostegia	3170470	Cryptostegia grandiflora	3170473	NE"								
"3189394	Terminalia catappa L.	3189394	Terminalia catappa L.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Combretaceae	2431	Terminalia	3189387	Terminalia catappa	3189394	LC"								
"5228137	Porphyrio martinicus (Linnaeus"	" 1766)	5228136	Porphyrio martinica (Linnaeus"	" 1766)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio martinica	5228136	LC"						
"5711898	Porites divaricata Le Sueur"	" 1820	5711898	Porites divaricata Le Sueur"	" 1820	10	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Poritidae	9241	Porites	3250147	Porites divaricata	5711898	LC"						
"7991332	Digitaria insularis (L.) Fedde	5289938	Digitaria insularis (L.) Mez ex Ekman	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Digitaria	2704525	Digitaria insularis	5289938	NE"								
"10026415	BOLD:AAF1735	10026415	BOLD:AAF1735	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Culex	1497010			"								
"10883966	Antennarius Daudin"	" 1816	10883966	Antennarius Daudin"	" 1816	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Lophiiformes	1305	Antennariidae	7677	Antennarius	10883966			NE"						
"1533385	Palpada vinetorum (Fabricius"	" 1799)	1533385	Palpada vinetorum (Fabricius"	" 1799)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Syrphidae	6920	Palpada	1533295	Palpada vinetorum	1533385	NE"						
"2145927	Pardosa Koch"	" 1847	2145927	Pardosa Koch"	" 1847	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Lycosidae	3417	Pardosa	2145927			NE"						
"2286285	Chama sarda Reeve"	" 1847	2286285	Chama sarda Reeve"	" 1847	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Venerida	9310756	Chamidae	6857	Chama	2286283	Chama sarda	2286285	NE"						
"2393068	Enneanectes altivelis Rosenblatt"	" 1960	2393068	Enneanectes altivelis Rosenblatt"	" 1960	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Tripterygiidae	8602	Enneanectes	2393067	Enneanectes altivelis	2393068	LC"						
"2403964	Gymnothorax funebris Ranzani"	" 1839	2403964	Gymnothorax funebris Ranzani"	" 1839	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Anguilliformes	495	Muraenidae	2953	Gymnothorax	2403463	Gymnothorax funebris	2403964	LC"						
"2417312	Bregmaceros macclellandii Günther"	" 1862	2417311	Bregmaceros mcclellandi Thompson"	" 1840	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Gadiformes	549	Bregmacerotidae	3699	Bregmaceros	2417109	Bregmaceros mcclellandi	2417311	NE"						
"2480302	Charadrius wilsonia Ord"	" 1814	2480302	Charadrius wilsonia Ord"	" 1814	80	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius wilsonia	2480302	LC"						
"2493743	Coereba Vieillot"	" 1809	2493743	Coereba Vieillot"	" 1809	24	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Coerebidae	5232	Coereba	2493743			NE"						
"3244242	Spiraxis C.B.Adams"	" 1850	3244242	Spiraxis C.B.Adams"	" 1850	26	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Spiraxidae	2621	Spiraxis	3244242			"						
"5162255	Parlatoria pergandii Comstock"	" 1881	5162255	Parlatoria pergandii Comstock"	" 1881	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Diaspididae	4521	Parlatoria	2085650	Parlatoria pergandii	5162255	NE"						
"5193399	Thais deltoidea (Lamarck"	" 1822)	8404178	Vasula deltoidea (Lamarck"	" 1822)	7	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Muricidae	2304120	Vasula	4618482	Vasula deltoidea	8404178	NE"						
"5193433	Thais rustica (Lamarck"	" 1822)	2304366	Stramonita rustica (Lamarck"	" 1822)	7	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Muricidae	2304120	Stramonita	2304356	Stramonita rustica	2304366	NE"						
"6101173	Antrostomus carolinensis (J.F.Gmelin"	" 1789)	6101173	Antrostomus carolinensis (J.F.Gmelin"	" 1789)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Antrostomus	4843144	Antrostomus carolinensis	6101173	NT"						
"7230626	Caulerpa racemosa var. racemosa	7230626	Caulerpa racemosa var. racemosa	3	VARIETY	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Caulerpaceae	4674	Caulerpa	2642861	Caulerpa racemosa	2643093	"								
"8782901	Strophia copia Maynard"	" 1889	9046410	Cerion copia (Maynard"	" 1889)	15	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Cerionidae	3244270	Cerion	2294110	Cerion copia	9046410	NE"						
"8918089	Cerion levigatum (Maynard"	" 1889)	11145436	Cerion pannosum (Maynard"	" 1889)	29	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Cerionidae	3244270	Cerion	2294110	Cerion pannosum	11145436	NE"						
"9605415	Cerithiopsis bicolor Bartsch"	" 1911	9605415	Cerithiopsis bicolor Bartsch"	" 1911	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Cerithiopsidae	2676	Cerithiopsis	2301757	Cerithiopsis bicolor	9605415	NE"						
"9705144	Stephanocoenia intersepta (Esper"	" 1795)	9705144	Stephanocoenia intersepta (Esper"	" 1795)	20	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Astrocoeniidae	3939	Stephanocoenia	2259443	Stephanocoenia intersepta	9705144	LC"						
"1881993	Dichogama redtenbacheri Lederer"	" 1863	1881993	Dichogama redtenbacheri Lederer"	" 1863	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Dichogama	1881986	Dichogama redtenbacheri	1881993	NE"						
"2226109	Alpheus formosus Gibbes"	" 1850	2226109	Alpheus formosus Gibbes"	" 1850	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Alpheidae	4472	Alpheus	2222298	Alpheus formosus	2226109	NE"						
"2285664	Bathymodiolus Kenk & B.R.Wilson"	" 1985	2285664	Bathymodiolus Kenk & B.R.Wilson"	" 1985	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Mytilida	9330464	Mytilidae	3476	Bathymodiolus	2285664			NE"						
"2286270	Glycymeris pectinata (Gmelin"	" 1791)	4952779	Tucetona pectinata (Gmelin"	" 1791)	5	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Arcida	9574493	Glycymerididae	6886	Tucetona	2286276	Tucetona pectinata	4952779	NE"						
"2404580	Myrophis platyrhynchus Breder"	" 1927	2404580	Myrophis platyrhynchus Breder"	" 1927	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Anguilliformes	495	Ophichthidae	2955	Myrophis	2403413	Myrophis platyrhynchus	2404580	LC"						
"2407210	Odonus niger (Rüppell"	" 1836)	2407210	Odonus niger (Rüppell"	" 1836)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Tetraodontiformes	772	Balistidae	5899	Odonus	2407209	Odonus niger	2407210	NE"						
"2925469	Aegiphila elata Sw.	2925469	Aegiphila elata Sw.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Aegiphila	9156446	Aegiphila elata	2925469	NE"								
"3048868	Cakile lanceolata (Willd.) O.E.Schulz	3048868	Cakile lanceolata (Willd.) O.E.Schulz	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Cakile	3048827	Cakile lanceolata	3048868	LC"								
"5382589	Phyllanthus amarus Schumach. & Thonn.	5382589	Phyllanthus amarus Schumach. & Thonn.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Phyllanthus	3061139	Phyllanthus amarus	5382589	NE"								
